,score,scored_by,rank,popularity,members,favorites,duration_min,Shounen,Shoujo,Seinen,Ecchi,Mecha,Supernatural,SliceofLife,Action,Adventure,Comedy,Drama,Magic,Romance,type_ONA,type_OVA,type_special,pg13,pg17,90s,00s,10s
60,7.35,1050,2254.0,6165,2758,3,90.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
67,5.73,120,7936.0,9879,412,0,46.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
78,7.57,4073,1431.0,3511,11187,17,100.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
86,7.17,2361,2916.0,4822,5161,21,46.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
98,7.94,20831,634.0,1690,43396,230,89.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
100,5.97,318,7401.0,8226,1027,2,85.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
114,7.53,77292,1549.0,609,136486,732,100.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
158,7.89,3793,714.0,3781,9371,34,111.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
173,7.3,3174,2435.0,4302,6824,7,100.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
174,6.09,104,7103.0,9736,445,0,70.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
197,7.87,3574,769.0,4080,7811,116,95.0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
200,7.87,1372,769.0,5058,4550,6,51.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
201,7.22,34768,2740.0,1392,57451,239,50.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
203,7.16,707,2983.0,6499,2371,4,70.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
208,7.88,70849,731.0,796,108779,495,76.0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
209,7.57,66287,1423.0,903,95471,165,85.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
214,8.18,2481,332.0,2181,28352,87,135.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
220,6.81,273,4263.0,8170,1057,2,50.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
233,7.64,9307,1246.0,2806,18012,56,52.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
239,7.1,11216,3204.0,1850,37433,178,119.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
247,7.48,4299,1709.0,3556,10833,23,51.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
248,7.92,2995,664.0,4136,7566,23,60.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
250,7.61,14428,1319.0,2404,24237,11,105.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
252,6.69,8335,4832.0,1633,45376,180,90.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
255,6.91,1178,3873.0,6043,2899,4,51.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
272,7.18,1087,2892.0,6618,2242,12,94.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
274,6.99,1282,3620.0,5686,3398,1,77.0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0
289,7.68,9690,1154.0,2888,17035,102,99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,7.08,36143,3279.0,1399,57247,66,98.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
303,7.38,440,2115.0,7635,1379,1,64.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
311,8.0,21248,551.0,1970,33950,46,99.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
316,6.5,148,5603.0,9044,660,0,50.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
321,7.55,116685,1485.0,455,176390,657,93.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
326,6.51,124,5561.0,8844,733,1,41.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
327,8.17,8547,346.0,2924,16650,36,90.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
330,4.4,1439,9377.0,5165,4342,0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
338,7.96,16983,593.0,2192,28158,26,108.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
345,7.23,1327,2684.0,5727,3337,2,91.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
348,7.42,916,1907.0,6393,2491,2,120.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
350,6.1,2074,7083.0,5238,4164,12,45.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
355,6.93,1090,3805.0,5734,3336,5,131.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
357,7.49,550,1661.0,7814,1261,8,96.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
378,7.83,1507,834.0,4951,4790,4,52.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
393,6.86,6094,4070.0,3525,11094,29,79.0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
399,6.67,638,4881.0,7183,1720,2,120.0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
419,5.68,3059,8036.0,4464,6213,4,46.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
428,6.68,331,4830.0,8538,870,3,45.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
443,6.48,166,5669.0,9515,503,1,95.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
449,8.03,7175,514.0,2738,18925,100,105.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
458,7.28,2488,2495.0,4647,5650,2,97.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
462,8.45,262204,135.0,118,404788,4194,86.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
484,6.32,454,6309.0,6754,2099,4,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
497,7.03,2938,3444.0,4079,7804,34,105.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
498,7.22,3304,2738.0,3758,9510,12,93.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
499,8.43,81479,150.0,392,192398,1025,64.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
510,7.81,20365,862.0,1746,41212,128,98.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
516,7.62,39122,1289.0,1085,76441,298,89.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
519,8.23,97351,285.0,526,152748,270,51.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
527,6.98,73978,3650.0,714,120119,153,97.0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
529,9.19,471398,2.0,33,730076,34912,106.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
542,7.5,70425,1639.0,699,121923,384,101.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
543,8.24,20250,274.0,1991,33141,34,100.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
565,6.81,1631,4273.0,5240,4145,0,97.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
566,8.73,179475,45.0,181,323704,8525,162.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
569,7.54,14335,1515.0,2116,29770,121,112.0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
570,7.06,601,3351.0,6704,2151,1,85.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
572,7.25,5751,2626.0,3144,14417,31,90.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
576,7.41,75524,1984.0,667,125270,189,92.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
577,8.29,139857,250.0,340,215744,2020,105.0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
608,8.32,38301,226.0,1041,79777,1251,87.0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0
622,7.63,20935,1280.0,1856,37309,93,91.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
634,7.85,7560,794.0,2998,15755,253,108.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
640,7.44,915,1860.0,6689,2168,2,71.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
643,7.65,9767,1229.0,2399,24266,203,121.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
644,6.93,884,3800.0,6267,2631,2,121.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
649,7.18,3470,2881.0,3641,10273,13,89.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
664,7.62,19914,1292.0,1888,36430,130,96.0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
667,8.03,61993,518.0,877,99338,730,93.0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0
671,6.45,2759,5811.0,4428,6372,14,44.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
673,6.68,25451,4838.0,1743,41261,56,44.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0
677,7.22,29500,2750.0,1536,49885,287,80.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
680,7.76,19329,959.0,1959,34220,101,61.0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0
682,6.28,1069,6478.0,5961,2989,7,59.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
702,7.96,23904,592.0,1852,37368,45,94.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
711,8.44,141762,138.0,295,235868,2176,112.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
726,7.14,8369,3059.0,2852,17457,20,92.0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
727,7.02,16015,3511.0,1587,47342,161,120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
728,7.88,112969,733.0,500,160610,1108,101.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
742,8.34,7633,206.0,2300,26034,320,93.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
757,6.89,923,3974.0,6534,2329,1,44.0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
758,7.69,18325,1139.0,1580,47835,93,118.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
777,6.32,3201,6325.0,4594,5806,7,65.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
785,6.3,1439,6395.0,5863,3112,6,55.0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
790,7.45,3138,1802.0,3610,10431,10,58.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
794,7.84,6751,809.0,3191,14013,155,107.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
799,6.77,227,4453.0,8030,1139,2,70.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
820,8.32,34776,220.0,1106,74970,779,137.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
828,6.11,174,7071.0,9505,508,1,59.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
829,7.78,23271,916.0,1783,39752,191,61.0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0
838,7.6,14886,1362.0,2224,27637,303,90.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
840,6.32,3782,6307.0,3934,8475,8,59.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
851,5.86,252,7661.0,9217,596,1,48.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
859,8.03,10134,519.0,2663,20162,92,114.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
860,7.16,4049,2971.0,3851,8984,8,60.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
865,6.78,12809,4380.0,1818,38628,74,82.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
872,6.81,643,4258.0,7264,1650,5,60.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
880,6.95,536,3736.0,7664,1351,2,48.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
883,7.12,1601,3113.0,6052,2886,4,87.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
929,7.42,21816,1945.0,1832,38202,30,90.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
940,7.32,64200,2328.0,749,115332,407,93.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
954,7.04,424,3403.0,8149,1070,0,96.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
958,7.48,15430,1713.0,2082,30890,58,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
967,6.4,767,6007.0,6712,2147,6,67.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
971,6.57,279,5322.0,8618,832,0,90.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
981,7.37,38086,2150.0,1283,63657,119,97.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
984,7.44,3689,1871.0,3693,9894,39,90.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
989,8.21,10575,302.0,2751,18780,26,110.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
998,7.19,33840,2835.0,1425,55723,153,105.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1011,6.32,128,6323.0,8805,757,0,114.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1013,8.8,333730,29.0,79,507499,10689,130.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1018,7.18,743,2882.0,7288,1630,2,97.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
1023,7.52,29307,1588.0,1297,62554,223,103.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1034,6.34,145,6238.0,8427,928,0,50.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1036,8.02,5047,536.0,2665,20135,95,117.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1039,7.45,65895,1819.0,885,98219,147,80.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
1040,7.04,44413,3405.0,1171,70267,30,50.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
1045,7.16,4686,2976.0,3768,9464,34,46.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1072,8.3,73023,239.0,648,129945,1619,111.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1080,7.73,31045,1049.0,1287,63096,377,98.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1082,7.4,7592,2047.0,3130,14466,14,60.0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
1092,6.33,1242,6258.0,5536,3635,6,106.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1095,7.25,1176,2601.0,6624,2233,3,88.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
1102,7.22,1645,2729.0,5246,4132,3,91.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
1118,8.73,334114,43.0,89,481313,9753,117.0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
1132,7.3,1021,,5855,3134,5,98.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1137,6.06,1354,7203.0,5991,2961,7,67.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,6.99,1848,3608.0,5068,4525,6,45.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1175,8.41,23635,158.0,1833,38184,107,107.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1178,6.27,601,6504.0,7184,1715,1,65.0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1184,7.82,32079,839.0,1528,50309,23,51.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1185,7.73,58908,1038.0,847,102588,107,92.0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
1186,7.14,29716,3050.0,1579,47850,28,75.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
1188,7.65,67857,1222.0,746,115444,138,59.0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
1198,6.71,2984,4700.0,4253,7054,23,65.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1211,7.6,16494,1343.0,2106,30121,62,116.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1212,6.17,463,6850.0,7531,1445,1,48.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0
1220,7.21,47992,2775.0,1099,75162,38,48.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
1225,8.17,11299,344.0,2207,27922,48,160.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1226,7.43,22813,1884.0,1410,56371,57,59.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1248,7.39,9908,2076.0,2862,17370,20,140.0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
1249,7.79,5338,903.0,3673,10052,50,115.0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
1250,6.94,1623,3771.0,5435,3782,8,70.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
1254,7.28,567,2469.0,7031,1850,3,79.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1259,5.86,557,7683.0,7381,1549,8,50.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1262,7.38,26878,2116.0,1706,42832,198,120.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1269,6.92,169,3832.0,3860,8947,33,120.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1271,6.61,10817,5169.0,2735,18992,7,71.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1
1273,7.71,2124,1078.0,5269,4093,11,73.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1282,7.64,7500,1261.0,2996,15772,47,121.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
1285,8.16,16491,363.0,1999,32900,152,50.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
1301,8.05,26965,494.0,1711,42708,96,107.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
1307,6.44,3372,5845.0,4446,6291,14,94.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
1309,7.4,25875,2020.0,1658,44509,132,111.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1317,8.0,11800,555.0,2447,23462,186,130.0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1
1319,6.45,41747,5792.0,1365,58946,55,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1331,7.92,26283,663.0,1744,41234,178,94.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
1350,6.83,41213,4181.0,1233,65967,30,60.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0
1361,7.94,75080,632.0,719,119491,640,75.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
1372,8.29,32129,253.0,1483,52617,136,49.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1
1373,7.41,22618,1985.0,1781,39925,16,94.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
1401,7.64,7460,1249.0,2541,21888,143,93.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1408,7.54,1987,1518.0,5235,4172,5,87.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1412,7.26,1495,2563.0,5584,3546,6,71.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
1417,7.7,29009,1118.0,1535,49941,39,95.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0
1419,7.38,37894,2128.0,1363,59136,105,100.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0
1437,8.77,204744,34.0,148,357883,7087,117.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1454,6.99,4714,3613.0,3654,10200,83,84.0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
1456,6.48,8271,5709.0,2769,18407,72,82.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
1474,7.54,21077,1514.0,1556,48638,204,100.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1478,5.11,420,8937.0,7205,1701,2,125.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1479,7.71,4793,1081.0,3200,13919,26,87.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1491,7.82,3288,844.0,3408,11994,22,88.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1500,8.31,64313,233.0,679,124236,993,92.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
1501,8.29,46158,244.0,1091,75722,1195,82.0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0
1516,7.39,7399,2089.0,3159,14255,8,59.0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0
1519,7.52,10198,1583.0,2822,17789,52,47.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1528,5.68,116,8010.0,9703,448,0,70.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1533,6.92,4804,3852.0,3782,9360,3,52.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1538,6.19,1343,6799.0,5775,3267,2,50.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0
1549,6.22,114,6692.0,10018,379,0,85.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
1562,7.56,100456,1454.0,512,156954,589,92.0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
1581,7.88,34374,738.0,1352,60019,175,98.0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0
1583,8.42,22674,155.0,1626,45725,763,120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1584,6.81,262,4259.0,8661,814,2,66.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
1595,7.08,814,3284.0,6984,1894,0,49.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
1596,7.87,67037,758.0,600,138438,508,73.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1598,7.6,2711,1365.0,4017,8057,13,48.0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
1613,7.79,10381,909.0,2795,18191,14,106.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1
1623,7.4,5130,2017.0,2938,16512,92,98.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1633,6.06,342,7166.0,8065,1115,2,90.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
1639,7.44,9285,1875.0,2989,15844,43,65.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1653,7.91,10813,673.0,2139,29458,101,116.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1654,8.35,182809,192.0,174,329663,7755,82.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1664,8.47,119092,120.0,407,188165,2525,117.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
