,episodes,score,scored_by,rank,popularity,members,favorites,duration_min,Shounen,Shoujo,Seinen,Ecchi,Mecha,Supernatural,SliceofLife,Action,Adventure,Comedy,Drama,Magic,Romance,type_ONA,type_OVA,type_special,pg13,pg17,90s,00s,10s
869,5,6.8,3637,,4025,8026,59,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
870,26,6.67,4664,4906.0,3690,9926,29,22.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
871,31,6.74,617,4562.0,6381,2506,13,24.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
873,24,7.03,21867,3443.0,1271,64034,220,23.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
874,12,7.2,92241,2812.0,363,205379,988,24.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
875,13,6.02,3073,7312.0,4158,7460,9,23.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
879,12,7.28,7109,2504.0,2702,19555,43,25.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
881,12,6.98,18779,3636.0,1347,60369,90,12.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
882,12,6.0,768,7362.0,5065,4540,2,24.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
884,12,6.3,13770,6400.0,1712,42694,140,24.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
886,2,6.77,342,4439.0,4703,5495,9,25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
887,38,7.38,875,2105.0,6366,2525,11,23.0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
889,26,5.92,544,7514.0,7726,1307,3,24.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
890,12,7.4,22448,2018.0,1546,49217,150,24.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
892,5,5.35,1475,8618.0,4917,4868,5,0.4833333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
893,12,6.9,52808,3930.0,811,106943,190,24.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
895,39,6.41,134,5963.0,9292,565,0,24.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
897,12,7.59,29853,1391.0,1388,57626,119,24.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
900,12,7.26,8997,2594.0,2052,31540,73,24.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
901,24,5.9,2579,7561.0,2732,19067,22,23.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
903,12,7.89,17560,725.0,1507,51630,621,23.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
905,25,6.3,360,6380.0,6520,2347,1,24.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
906,20,7.13,9010,3081.0,1927,35194,221,14.0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
907,13,6.93,5031,3811.0,3509,11188,8,24.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
909,13,6.66,1404,4944.0,5044,4594,14,23.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
911,39,7.02,1641,3491.0,4092,7736,52,25.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
912,4,7.15,6826,3014.0,3297,13062,9,5.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
914,2,6.26,767,,6850,2007,3,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
915,12,7.03,59823,3471.0,682,123898,271,23.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
916,12,7.29,51398,2473.0,820,105939,275,23.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
917,10,6.22,1047,6679.0,5257,4121,1,0.6666666666666666,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
918,35,6.77,369,4461.0,7028,1852,8,24.0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
922,4,6.88,9814,,2555,21690,93,25.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
923,11,7.52,1199,1596.0,5827,3178,4,32.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
924,2,6.72,3760,4654.0,3460,11589,31,43.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
926,12,4.87,3274,9135.0,4185,7371,4,2.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
927,26,7.64,47303,1250.0,702,121555,1444,24.0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0
928,3,6.96,1913,3719.0,5248,4131,3,23.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
930,2,6.31,166,6337.0,7119,1771,1,12.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
931,12,6.8,24418,4326.0,1326,61309,147,24.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
933,2,8.5,16455,104.0,1979,33488,87,26.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
934,27,7.02,4824,3502.0,3692,9903,24,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
936,26,7.75,29087,993.0,1131,72824,294,24.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
937,65,7.08,4827,3256.0,3175,14187,77,25.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
939,12,7.41,107139,1972.0,326,222560,660,24.0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1
941,2,6.3,421,6407.0,8049,1130,3,45.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
942,694,6.9,1486,3923.0,5876,3111,9,10.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
943,12,7.14,22309,3062.0,1213,67144,171,23.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
944,11,7.01,50100,3551.0,815,106529,363,23.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
945,3,7.75,26231,1000.0,1590,47232,291,33.0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
948,13,7.56,54248,1452.0,911,94218,271,24.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
949,15,7.7,607,1108.0,6727,2133,4,15.0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
950,43,6.98,8354,3641.0,2988,15864,73,23.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
951,24,7.35,9126,2259.0,2583,21294,112,23.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
953,3,5.97,3085,,4374,6504,71,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
955,26,5.86,3492,7662.0,3041,15225,19,24.0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
956,5,6.74,1284,4603.0,5696,3390,8,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
957,12,8.44,89141,144.0,393,192246,1178,26.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
960,16,7.55,1845,1497.0,4857,5019,16,25.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
961,2,6.65,4173,4993.0,4220,7248,0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
963,6,7.87,16246,764.0,2124,29628,454,27.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
964,12,7.64,67591,1247.0,494,161552,709,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
966,2,6.64,637,5002.0,7244,1666,1,57.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
968,13,5.9,1541,7576.0,5001,4703,5,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
969,32,5.81,165,7787.0,9099,642,1,9.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
970,2,6.48,1206,,5771,3275,6,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
972,3,6.23,1180,6648.0,5869,3107,6,45.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
975,12,7.27,5855,2542.0,3226,13679,55,24.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
976,14,7.67,2809,1167.0,4244,7123,15,15.0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
978,13,6.57,16815,5347.0,1722,42276,70,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
980,39,6.95,325,3738.0,7994,1157,6,25.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
983,6,6.39,635,6048.0,6811,2045,0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
985,2,6.21,981,,6361,2535,9,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
986,6,7.91,39921,676.0,1146,72090,69,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
990,12,6.86,12184,4089.0,2610,20978,20,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
991,4,6.14,2250,6966.0,5200,4246,0,15.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
992,25,7.36,73819,2169.0,552,148393,2008,23.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
995,16,6.95,9498,3753.0,2788,18298,25,20.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
997,2,5.82,3391,7756.0,4206,7292,27,27.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0
999,12,6.4,3025,6008.0,4031,8013,13,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1002,2,7.07,1835,3296.0,5192,4260,14,24.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1003,12,6.34,140,6212.0,9062,650,0,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1007,12,6.06,1601,7202.0,4546,5980,4,24.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1008,24,7.21,3027,2771.0,3300,13078,90,25.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1009,4,6.23,3462,,4030,8014,18,3.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1010,9,7.46,17777,1785.0,1910,35722,123,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1012,13,6.77,311,4477.0,7407,1537,7,15.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
1014,26,6.83,1349,4218.0,5025,4638,38,23.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1015,26,7.41,38116,1994.0,959,88082,1661,25.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1016,4,5.65,1295,8111.0,5534,3632,1,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1017,12,7.61,14235,1326.0,1868,37099,138,23.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1019,12,6.9,14502,3921.0,2022,32338,66,24.0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1020,16,6.57,1908,5355.0,5007,4675,5,7.0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0
1021,12,6.38,12461,6079.0,1816,38657,59,24.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1024,26,7.29,12814,2457.0,1857,37299,220,24.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1025,13,8.32,47635,221.0,901,95604,1649,24.0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1026,7,6.21,449,6723.0,7528,1450,1,25.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1028,13,7.2,109756,2810.0,355,211966,1954,22.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1029,13,6.94,2852,3764.0,4529,6010,3,25.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1030,51,6.78,386,4387.0,7022,1856,13,25.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1031,56,6.15,161,6929.0,8615,834,2,25.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1032,5,6.76,778,4490.0,6823,2030,2,27.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0
1035,37,6.61,187,5151.0,7552,1429,7,0.65,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1037,4,6.32,2841,6328.0,4389,6476,4,24.0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
1038,12,5.95,31870,7452.0,1027,81576,85,23.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1041,13,4.63,4228,9303.0,2994,15788,18,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1043,12,4.39,3403,9395.0,3832,9108,12,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1046,12,6.81,64808,4278.0,684,123603,200,24.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1047,12,6.34,21210,6226.0,1460,53878,75,24.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1048,46,7.75,5978,981.0,3430,11814,75,24.0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
1051,12,7.24,857,2653.0,6920,1944,4,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1052,6,5.38,1608,8566.0,5273,4085,0,7.0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0
1054,5,5.74,1239,7909.0,4222,7237,9,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1055,7,7.4,5449,2010.0,3411,11971,79,34.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0
1058,5,7.44,3643,1840.0,3718,9758,34,90.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
1059,12,7.12,2218,3125.0,4251,7096,36,24.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1060,24,7.67,79795,1175.0,490,162889,1039,23.0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1061,13,7.32,4977,2339.0,2623,20878,108,13.0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
1062,4,6.91,2557,3851.0,3849,9007,37,67.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1064,24,7.46,10252,1769.0,2836,17646,105,24.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1066,26,7.21,8049,2784.0,2343,25275,164,25.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1068,12,6.28,16272,6469.0,2035,32069,26,2.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1069,52,6.95,129,3755.0,7277,1641,5,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1070,26,8.36,46179,190.0,599,138479,2854,25.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1073,6,6.78,7028,4399.0,3323,12863,7,4.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1074,119,6.65,143,4959.0,8458,909,3,24.0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1075,5,7.52,10686,1583.0,2693,19705,17,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1076,12,5.61,140,8181.0,9073,651,0,25.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1077,26,6.6,7401,5219.0,2074,31046,164,12.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1078,21,7.14,214,3030.0,8505,881,1,25.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1079,13,6.99,9372,3593.0,2379,24641,57,24.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
1084,51,7.43,7939,1916.0,2059,31400,95,24.0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1087,12,6.8,12680,4323.0,1889,36427,67,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1088,3,5.8,1597,7810.0,5327,3968,0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1091,51,6.95,4428,3742.0,3929,8481,44,24.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1096,12,6.76,8176,4480.0,2328,25435,153,24.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1098,24,7.96,7725,602.0,2164,28861,166,25.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
1099,2,7.11,1071,3154.0,6229,2678,1,23.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
1101,3,7.6,7971,1353.0,2556,21669,54,30.0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0
1104,13,6.95,2513,3740.0,4018,8050,60,24.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1105,12,6.36,53633,6155.0,935,91568,246,24.0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1106,45,7.26,2473,2564.0,4337,6674,20,24.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1107,12,6.82,11578,4242.0,1922,35359,90,23.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1109,49,7.02,8798,3496.0,2470,23056,142,24.0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
1110,12,7.58,25259,1413.0,1343,60533,446,23.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1111,48,7.27,1673,2544.0,4921,4868,23,24.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1113,13,7.41,26499,1962.0,1542,49566,107,24.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,12,6.32,1428,6311.0,5199,4237,3,23.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1116,51,6.86,3085,4092.0,4242,7120,26,20.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1117,13,6.33,340,6288.0,8409,934,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1120,3,7.7,7453,,3124,14495,136,30.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
1122,52,7.15,158,3012.0,9142,622,10,24.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1123,26,7.35,23986,2229.0,1465,53648,302,24.0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
1124,12,5.79,27465,7818.0,1062,78022,106,24.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1125,12,7.03,22742,3458.0,1389,57606,129,23.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1126,24,6.7,928,4765.0,5620,3501,2,15.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
1129,20,6.69,11168,4786.0,2254,26925,30,5.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1130,6,7.04,2994,3407.0,4077,7832,7,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1131,12,6.55,1618,5416.0,5132,4416,4,24.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1135,12,6.63,1812,5049.0,4984,4731,6,23.0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
1136,13,7.4,685,2027.0,6792,2059,14,24.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1138,30,7.38,143,2139.0,8732,790,5,16.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1141,25,8.49,157863,111.0,114,409878,16486,22.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1143,25,7.82,93359,838.0,352,212826,1192,24.0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
1144,78,6.52,21135,5529.0,1871,36985,288,24.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1146,39,6.5,110,5592.0,8251,1013,1,25.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1147,37,7.22,123,2742.0,9075,650,8,22.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1149,2,7.09,7677,3230.0,2828,17729,13,23.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1150,39,6.78,774,4389.0,7430,1511,4,21.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1151,52,6.81,526,4281.0,7706,1325,5,22.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1152,12,8.01,60717,545.0,807,107453,485,24.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1153,4,7.19,2302,2872.0,4575,5877,5,6.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1155,6,7.26,3384,2550.0,3828,9121,76,30.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1156,12,5.87,1597,7646.0,3056,15173,33,23.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1157,52,7.03,420,3468.0,8234,1022,5,23.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
1159,4,6.15,3062,6936.0,4266,6983,10,27.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1161,2,6.42,208,5910.0,7543,1434,0,2.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1162,2,5.44,373,,7975,1166,3,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1163,14,6.93,9735,3819.0,2749,18780,36,22.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
1165,2,7.26,4822,,3699,9855,46,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1166,13,7.06,18725,3354.0,1776,40083,102,25.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1167,3,6.28,5874,6464.0,3216,13795,14,23.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1168,26,8.46,110294,124.0,273,252003,6744,25.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1169,4,7.01,207,3542.0,8000,1159,2,7.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1172,24,7.52,6212,1598.0,3000,15723,88,13.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1173,26,7.39,11014,2058.0,2030,32220,145,24.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1177,26,7.27,1882,2520.0,4176,7400,33,24.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
1179,5,6.64,708,5006.0,6997,1883,0,27.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0
1181,5,7.41,104548,1959.0,449,177098,1024,27.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1182,13,7.05,107809,3365.0,357,210479,895,23.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1183,2,6.38,20830,,1967,34058,158,30.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0
1187,12,7.48,3043,1710.0,3719,9753,55,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1190,12,6.82,185,4235.0,8132,1081,3,11.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
1192,52,6.67,1435,4891.0,5281,4068,12,25.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1193,12,7.25,115831,2609.0,317,226918,1105,24.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1195,24,7.89,212700,715.0,124,398505,6382,24.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1196,5,7.95,7247,619.0,3137,14416,67,50.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1199,4,7.7,4907,,3404,12040,194,26.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
