,episodes,score,scored_by,rank,popularity,members,favorites,duration_min,Shounen,Shoujo,Seinen,Ecchi,Mecha,Supernatural,SliceofLife,Action,Adventure,Comedy,Drama,Magic,Romance,type_ONA,type_OVA,type_special,pg13,pg17,90s,00s,10s
1201,52,6.73,468,4625.0,6215,2698,14,25.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1202,24,6.83,3354,4189.0,3671,10082,24,24.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1203,30,6.43,302,5891.0,5232,4174,8,9.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1204,26,6.35,1330,6194.0,5036,4615,6,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1205,2,6.34,916,6245.0,6840,2009,2,50.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
1206,5,5.69,3068,7988.0,4104,7689,6,4.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1207,13,7.54,28735,1519.0,1114,74385,555,24.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1208,25,8.18,34618,337.0,887,97956,3161,23.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1209,12,4.69,687,9271.0,4642,5669,12,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1210,12,6.31,7204,6342.0,2866,17300,15,24.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1213,4,6.28,1485,6477.0,5820,3180,14,25.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1214,52,7.22,1006,2708.0,6212,2702,19,28.0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1215,12,6.87,123886,4030.0,302,233892,656,25.0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1216,10,6.74,242,4585.0,8584,853,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1218,2,5.38,248,8575.0,8721,791,2,26.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1222,26,7.38,28405,2122.0,1067,77710,745,24.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1223,11,6.3,8709,6384.0,2616,20920,6,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1224,13,7.07,24908,3319.0,1280,63699,706,23.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1228,22,7.62,8927,1304.0,2359,25087,149,22.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1230,12,6.43,47583,5889.0,731,117791,386,24.0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
1231,12,7.07,121550,3303.0,324,223899,839,24.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
1232,2,6.65,3579,4994.0,4399,6456,2,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
1233,3,6.51,619,5586.0,6502,2368,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
1236,26,6.33,934,6281.0,5676,3406,8,12.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
1238,12,6.69,36706,4817.0,929,91843,369,24.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
1239,3,6.34,310,6233.0,8538,870,3,26.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0
1240,2,6.04,1158,7269.0,5535,3637,1,6.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
1241,13,7.43,2913,1911.0,3539,10953,92,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1243,24,8.56,121404,78.0,400,190689,4468,23.0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1
1244,12,7.07,147035,3318.0,243,275407,998,23.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1245,12,6.57,7579,5309.0,2789,18286,40,24.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1247,16,6.22,6352,6676.0,2944,16445,41,6.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1251,52,6.79,1817,4363.0,4110,7681,27,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1252,2,6.85,4284,,3764,9469,55,17.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1253,4,7.61,5942,1340.0,3608,10460,21,30.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1256,26,7.37,20948,2153.0,1765,40454,323,24.0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0
1258,13,7.45,26464,1804.0,1253,65061,264,24.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1260,15,7.22,10960,2707.0,2123,29715,113,13.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1
1261,64,9.25,733592,1.0,4,1199091,106895,24.0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0
1264,10,6.46,33503,5751.0,940,90422,184,23.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1267,48,5.95,121,7447.0,10105,362,0,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1272,4,8.1,24252,442.0,1671,44024,288,23.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
1274,34,6.88,123,3997.0,3547,10919,33,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1275,12,6.89,64085,3944.0,557,147739,733,23.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1276,114,7.96,51232,605.0,899,95892,2896,24.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1277,12,6.37,6910,6132.0,2361,24969,61,23.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1278,49,7.35,1094,2257.0,4787,5266,23,24.0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
1279,44,7.51,2871,1614.0,3792,9319,111,24.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1280,37,7.22,400,2735.0,8047,1131,2,3.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1281,13,6.57,3730,5326.0,3877,8835,33,11.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1283,13,5.89,4201,7588.0,3425,11837,15,25.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
1284,12,7.21,6071,2761.0,2792,18248,89,24.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
1286,51,6.65,2753,4977.0,3206,13878,27,8.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1287,25,7.21,22981,2757.0,1309,61960,213,24.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1288,203,8.31,145865,230.0,173,332312,13899,24.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
1290,24,7.52,34377,1586.0,1008,83603,638,24.0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0
1291,3,6.08,277,7124.0,8693,803,0,53.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1292,2,6.23,392,6662.0,7433,1512,0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
1293,12,6.92,24250,3863.0,947,89430,147,24.0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0
1294,102,8.13,185951,397.0,120,402527,9325,24.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1
1295,51,8.42,29267,153.0,1384,57673,610,24.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1296,26,7.02,4874,3498.0,3172,14175,55,25.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1298,12,6.79,3073,4347.0,4002,8122,17,24.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1300,103,6.64,279,5039.0,6661,2188,3,10.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1302,2,6.54,1297,,5614,3515,6,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1304,3,6.15,315,6938.0,8784,763,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1305,13,6.71,5765,4709.0,3304,13036,29,25.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0
1306,52,6.65,377,4966.0,6883,1975,6,25.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
1308,12,7.4,17689,2045.0,1691,43366,152,24.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1314,4,6.48,4364,5690.0,3516,11129,9,15.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1315,12,5.43,3964,8502.0,3563,10753,6,3.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1316,13,7.62,24120,1315.0,1488,52396,298,12.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1318,13,7.27,28001,2538.0,1202,67677,518,24.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
1321,3,5.66,360,,7489,1472,1,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1323,12,7.41,277,1969.0,8480,897,9,20.0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1
1325,2,7.33,1895,,4764,5330,34,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1326,26,6.88,5588,4014.0,3057,15163,32,24.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1328,24,6.66,1173,4937.0,4782,5286,4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1330,13,7.83,344288,826.0,62,563323,6132,24.0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1
1332,24,7.83,142516,835.0,220,293328,3580,24.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1333,5,4.75,5610,9236.0,3363,12453,23,30.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
1334,50,6.01,237,7321.0,9090,643,1,5.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
1335,10,7.2,1371,2804.0,5577,3562,8,25.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
1341,76,7.62,12292,1304.0,2102,30243,450,24.0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
1343,2,7.24,448,2646.0,7611,1393,8,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
1345,26,7.06,4908,3332.0,3505,11210,29,23.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
1347,8,7.63,1163,1272.0,6104,2826,4,14.0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1
1348,13,6.97,11120,3678.0,2202,27910,70,24.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1349,4,7.78,6196,928.0,2901,16911,42,29.0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
1351,12,6.35,3611,6190.0,3655,10183,11,23.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
1352,26,7.17,2550,2932.0,4188,7357,35,24.0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0
1353,24,7.43,31785,1891.0,1214,67070,297,24.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
1355,2,5.65,2919,8095.0,4320,6727,5,4.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
1357,24,7.5,40787,1638.0,893,97026,427,13.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1358,8,8.39,39820,171.0,1198,67870,275,24.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
1362,6,7.21,10724,2775.0,2633,20609,22,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1363,3,7.36,5346,2180.0,3474,11444,29,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1364,25,7.44,12879,1847.0,2400,24272,97,25.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1365,13,7.87,11092,755.0,2533,21970,133,24.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1366,24,9.01,363239,14.0,55,607387,47380,24.0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0
1367,373,7.79,1975,902.0,4301,6838,84,25.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1369,12,7.58,10190,1427.0,819,106269,934,23.0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
1370,12,7.41,62364,2001.0,589,141499,947,23.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1371,25,6.69,1302,4808.0,4430,6362,8,24.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
1374,24,7.48,28908,1704.0,1199,67810,411,23.0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0
1378,6,6.81,216,4291.0,8417,930,12,21.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1379,12,6.51,1901,5578.0,4874,4988,3,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1380,4,6.7,703,4753.0,5701,3383,2,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1381,6,6.44,316,5845.0,6992,1889,4,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1382,5,7.12,25961,3115.0,1575,47830,129,14.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1384,12,7.2,72650,2833.0,573,144837,373,23.0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1385,12,6.64,765,5039.0,6561,2301,0,3.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1386,12,5.31,506,8672.0,7733,1307,1,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1388,26,7.18,12130,2911.0,1830,38323,115,23.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1389,6,6.08,7192,7130.0,2698,19603,65,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1390,12,5.28,1189,8726.0,4107,7697,3,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1391,11,6.47,19165,5717.0,1676,43888,46,24.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
1394,12,5.91,4751,7551.0,3518,11127,8,4.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1395,127,7.68,39317,1148.0,1181,69544,1528,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1397,12,7.38,2663,2140.0,3170,14213,76,24.0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1
1398,13,7.14,57351,3034.0,691,122930,511,24.0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
1399,12,5.7,2542,7996.0,3732,9669,12,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1402,69,8.02,26532,540.0,1301,62326,748,24.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1403,13,4.97,453,9067.0,7644,1373,1,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1404,9,7.32,24942,2364.0,1514,51228,193,10.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
1405,2,7.11,11759,3150.0,2284,26351,68,24.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
1409,2,7.06,2975,,4166,7433,50,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1410,24,6.71,74731,4724.0,397,190796,650,24.0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1411,2,6.59,117,,9141,623,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1413,24,6.64,14409,5028.0,2248,27036,30,22.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1
1414,2,6.94,12279,,2545,21856,90,24.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
1415,39,8.63,99372,64.0,432,181435,7188,23.0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1
1416,9,7.96,15949,607.0,1785,39648,46,25.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
1418,25,6.61,104,5155.0,8573,854,6,23.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
1420,12,7.24,56272,2653.0,696,122087,314,25.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1421,26,7.38,29598,2118.0,1328,61254,290,24.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
1422,13,7.92,143530,652.0,298,235386,1103,24.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1424,11,8.05,15329,492.0,1458,53975,898,23.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1425,5,3.76,2142,9471.0,5280,4072,4,7.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1426,13,6.88,4412,4004.0,3315,12943,42,24.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0
1428,104,6.43,107,5898.0,10152,353,1,25.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1431,4,6.9,254,3925.0,8638,823,1,50.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1432,12,7.94,49525,632.0,654,129088,1129,23.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1433,2,7.26,4457,,3554,10875,70,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1434,6,6.31,4009,6372.0,3881,8798,3,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
1435,4,8.13,96552,401.0,585,142704,620,27.0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1
1438,6,6.99,10245,3599.0,2699,19622,58,27.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0
1440,13,6.09,2325,7119.0,4195,7341,11,25.0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1441,3,7.17,740,2912.0,7017,1860,4,24.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0
1442,3,5.94,253,7491.0,8240,1020,3,57.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0
1445,2,5.49,410,8386.0,8087,1108,0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1447,25,8.54,23101,90.0,1835,38181,435,24.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
1451,12,7.42,187844,1955.0,162,341886,2350,24.0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1
1452,49,7.22,7376,2731.0,2747,18830,156,25.0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0
1453,50,7.16,537,2952.0,7007,1870,7,24.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1461,12,6.96,71937,3716.0,645,130249,289,24.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1462,12,6.33,85247,6259.0,467,172083,884,23.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1464,26,7.7,15486,1117.0,2000,32883,208,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1465,6,7.68,20238,1152.0,1377,58198,262,23.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
1468,6,7.47,3058,1735.0,4458,6253,3,2.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0
1469,12,6.84,7768,4171.0,3185,14120,15,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1470,296,7.02,13465,3513.0,1917,35475,170,25.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
1472,13,7.51,55066,1608.0,655,128234,997,24.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
1475,24,9.14,563857,5.0,8,1010330,92423,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1476,52,6.72,1815,4680.0,5697,3390,16,24.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1477,13,6.42,7056,5934.0,2882,17116,31,24.0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0
1480,2,6.2,1727,,4974,4750,17,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1481,12,6.92,8599,3858.0,2303,25823,37,23.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1484,13,7.35,10069,2247.0,1898,36177,69,23.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1485,2,6.75,1179,4553.0,6032,2905,2,13.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1
1487,23,5.52,138,8338.0,8112,1095,2,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
1488,25,7.58,40899,1414.0,1051,78498,400,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1489,13,8.0,172984,557.0,155,347473,5259,24.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1490,47,7.77,5544,945.0,2629,20693,259,25.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1492,52,7.65,1140,1225.0,5010,4675,53,25.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
1493,51,7.23,778,2690.0,6282,2615,6,24.0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
1494,12,6.93,8334,3822.0,2305,25789,47,24.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
1495,4,7.09,5561,3235.0,3293,13076,66,28.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
1497,3,6.91,10837,3886.0,2621,20886,38,26.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
1498,12,6.26,14734,6549.0,1689,43413,56,24.0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1499,47,7.46,1278,1790.0,5567,3575,24,23.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
1504,13,6.77,18052,4462.0,1930,35058,17,3.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1505,6,6.71,1432,4737.0,4871,4982,10,30.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0
1506,12,7.22,28333,2727.0,973,87434,132,23.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1507,42,6.77,1865,4434.0,4963,4772,34,25.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1508,2,6.59,4350,5251.0,3643,10255,36,51.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
1511,26,8.0,34420,558.0,992,85072,1314,12.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1512,13,7.09,12323,3244.0,1986,33192,60,23.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1513,74,7.31,2659,2402.0,4390,6476,17,2.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1514,26,6.22,396,6689.0,8392,940,1,25.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1515,13,8.28,44045,260.0,992,85106,908,24.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1517,7,7.22,12858,2722.0,2103,30169,143,30.0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
1518,5,6.86,2715,,4555,5967,33,30.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
1520,12,5.87,1101,7646.0,5387,3871,4,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1521,12,6.52,1862,5541.0,4393,6460,11,24.0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
1523,24,8.11,101450,422.0,402,189745,4272,24.0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
1525,25,6.88,4467,3986.0,2950,16366,47,25.0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0
